Date,Open,High,Low,Close,Adj Close,Volume
1995-01-05,7.861111,7.916667,7.833333,7.888889,3.222642,535900
1995-01-06,7.888889,7.888889,7.805555,7.833333,3.199947,484600
1995-01-09,7.805555,7.833333,7.750000,7.777778,3.177254,307300
1995-01-10,7.805555,7.944445,7.777778,7.777778,3.177254,669100
1995-01-11,7.861111,7.861111,7.777778,7.833333,3.199947,621900
1995-01-12,7.805555,7.972222,7.805555,7.944445,3.245336,542700
1995-01-13,7.944445,8.194445,7.944445,8.111111,3.313421,1342300
1995-01-16,8.138889,8.361111,8.111111,8.333333,3.404199,820800
1995-01-17,8.388889,8.472222,8.388889,8.388889,3.426895,1137100
1995-01-18,8.388889,8.388889,8.222222,8.388889,3.426895,619200
1995-01-19,8.361111,8.361111,8.166667,8.222222,3.358810,612400
1995-01-20,8.194445,8.277778,8.166667,8.277778,3.381505,421200
1995-01-23,8.166667,8.333333,8.166667,8.333333,3.404199,427500
1995-01-24,8.333333,8.416667,8.277778,8.416667,3.438242,317200
1995-01-25,8.416667,8.611111,8.416667,8.583333,3.506325,633600
1995-01-26,8.555555,8.666667,8.555555,8.638889,3.529021,1036300
1995-01-27,8.638889,8.722222,8.638889,8.694445,3.551716,320400
1995-01-30,8.722222,8.750000,8.666667,8.722222,3.563063,358200
1995-01-31,8.694445,8.694445,8.611111,8.666667,3.540369,220500
1995-02-01,8.722222,8.888889,8.694445,8.861111,3.619801,998100
1995-02-02,8.861111,9.138889,8.694445,9.138889,3.733272,1309000
1995-02-03,9.083333,9.138889,8.944445,9.055555,3.699229,1139400
1995-02-06,9.055555,9.222222,9.000000,9.138889,3.733272,1130400
1995-02-07,9.055555,9.194445,9.055555,9.166667,3.744617,1097500
1995-02-08,9.194445,9.194445,9.083333,9.111111,3.721926,787500
1995-02-09,9.055555,9.250000,9.027778,9.250000,3.778661,660600
1995-02-10,9.250000,9.277778,9.055555,9.083333,3.710577,1768900
1995-02-13,9.055555,9.194445,9.055555,9.194445,3.755967,304200
1995-02-14,9.250000,9.277778,9.194445,9.250000,3.778661,190800
1995-02-15,9.250000,9.277778,9.222222,9.277778,3.790009,183100
1995-02-16,9.277778,9.277778,9.166667,9.250000,3.778661,230800
1995-02-17,9.250000,9.388889,9.222222,9.305555,3.801357,997200
1995-02-21,9.277778,9.305555,9.250000,9.277778,3.790009,556200
1995-02-22,9.250000,9.347222,9.250000,9.333333,3.812701,801400
1995-02-23,9.416667,9.500000,9.361111,9.416667,3.846745,573700
1995-02-24,9.444445,9.472222,9.388889,9.388889,3.835398,239400
1995-02-27,9.388889,9.472222,9.361111,9.472222,3.869443,658800
1995-02-28,9.472222,9.472222,9.250000,9.305555,3.801357,193000
1995-03-01,9.333333,9.333333,9.222222,9.250000,3.778661,442300
1995-03-02,9.138889,9.250000,9.111111,9.250000,3.778661,466600
1995-03-03,9.111111,9.194445,9.111111,9.166667,3.744617,254700
1995-03-06,9.138889,9.194445,9.083333,9.166667,3.744617,426600
1995-03-07,9.166667,9.166667,9.027778,9.138889,3.733272,316800
1995-03-08,9.138889,9.166667,8.944445,8.944445,3.653840,265900
1995-03-09,9.000000,9.111111,8.972222,9.083333,3.710577,499900
1995-03-10,9.083333,9.361111,9.055555,9.361111,3.824053,936400
1995-03-13,9.361111,9.361111,9.250000,9.305555,3.801357,445900
1995-03-14,9.305555,9.361111,9.277778,9.277778,3.790009,566500
1995-03-15,9.305555,9.305555,9.138889,9.138889,3.733272,544900
1995-03-16,9.138889,9.194445,9.027778,9.027778,3.687883,611100
1995-03-17,9.055555,9.055555,8.916667,8.972222,3.665188,1164600
1995-03-20,9.083333,9.305555,9.027778,9.305555,3.801357,503500
1995-03-21,9.333333,9.388889,9.277778,9.305555,3.801357,379300
1995-03-22,9.305555,9.305555,9.083333,9.138889,3.733272,209200
1995-03-23,9.138889,9.166667,9.083333,9.111111,3.721926,324900
1995-03-24,9.222222,9.333333,9.194445,9.277778,3.790009,306400
1995-03-27,9.277778,9.277778,9.222222,9.277778,3.790009,150300
1995-03-28,9.333333,9.333333,9.222222,9.222222,3.767316,239800
1995-03-29,9.250000,9.333333,9.250000,9.305555,3.801357,572400
1995-03-30,9.333333,9.361111,9.305555,9.305555,3.801357,279900
1995-03-31,9.305555,9.305555,9.138889,9.222222,3.767316,641200
1995-04-03,9.138889,9.250000,9.111111,9.222222,3.885277,358200
1995-04-04,9.194445,9.250000,9.166667,9.250000,3.896980,314500
1995-04-05,9.250000,9.277778,9.194445,9.194445,3.873575,209700
1995-04-06,9.111111,9.250000,9.027778,9.250000,3.896980,679000
1995-04-07,9.305555,9.333333,9.277778,9.305555,3.920385,670000
1995-04-10,9.250000,9.250000,9.138889,9.222222,3.885277,315900
1995-04-11,9.277778,9.277778,9.083333,9.083333,3.826763,558000
1995-04-12,9.027778,9.083333,9.000000,9.055555,3.815058,276300
1995-04-13,9.083333,9.166667,9.027778,9.138889,3.850169,156100
1995-04-17,9.166667,9.222222,9.111111,9.111111,3.838468,889200
1995-04-18,9.138889,9.138889,9.083333,9.111111,3.838468,296500
1995-04-19,9.111111,9.111111,9.027778,9.111111,3.838468,387400
1995-04-20,9.111111,9.111111,9.055555,9.055555,3.815058,180900
1995-04-21,9.083333,9.083333,8.972222,8.972222,3.779954,419400
1995-04-24,8.972222,9.000000,8.777778,8.944445,3.768249,577800
1995-04-25,8.833333,8.861111,8.750000,8.777778,3.698035,764100
1995-04-26,8.777778,8.805555,8.666667,8.666667,3.651226,981000
1995-04-27,8.694445,8.694445,8.500000,8.638889,3.639523,1224900
1995-04-28,8.694445,8.694445,8.555555,8.666667,3.651226,203400
1995-05-01,8.694445,8.694445,8.527778,8.583333,3.616116,425200
1995-05-02,8.611111,8.666667,8.444445,8.472222,3.569306,442300
1995-05-03,8.527778,8.666667,8.500000,8.638889,3.639523,452200
1995-05-04,8.666667,8.805555,8.611111,8.611111,3.627820,300100
1995-05-05,8.666667,8.666667,8.555555,8.583333,3.616116,436000
1995-05-08,8.527778,8.611111,8.500000,8.583333,3.616116,243400
1995-05-09,8.583333,8.638889,8.500000,8.583333,3.616116,483300
1995-05-10,8.638889,8.722222,8.638889,8.694445,3.662926,636700
1995-05-11,8.666667,8.694445,8.583333,8.666667,3.651226,261000
1995-05-12,8.694445,8.750000,8.638889,8.722222,3.674630,648000
1995-05-15,8.694445,8.861111,8.694445,8.833333,3.721440,823500
1995-05-16,8.888889,8.888889,8.777778,8.805555,3.709738,403200
1995-05-17,8.833333,8.833333,8.777778,8.805555,3.709738,282100
1995-05-18,8.777778,8.777778,8.694445,8.750000,3.686330,458500
1995-05-19,8.694445,8.722222,8.666667,8.722222,3.674630,457200
1995-05-22,8.722222,8.888889,8.722222,8.888889,3.744844,641200
1995-05-23,8.916667,9.027778,8.916667,9.027778,3.803359,776200
1995-05-24,9.000000,9.055555,8.833333,8.861111,3.733145,578200
1995-05-25,8.833333,8.861111,8.666667,8.722222,3.674630,765000
1995-05-26,8.750000,8.750000,8.638889,8.694445,3.662926,426100
1995-05-30,8.722222,8.805555,8.694445,8.777778,3.698035,248800
1995-05-31,8.833333,8.861111,8.666667,8.861111,3.733145,387400
1995-06-01,8.861111,8.888889,8.750000,8.805555,3.709738,398700
1995-06-02,8.805555,8.916667,8.750000,8.916667,3.756548,864000
1995-06-05,8.888889,8.972222,8.888889,8.944445,3.768249,602500
1995-06-06,8.833333,8.944445,8.833333,8.888889,3.744844,379800
1995-06-07,8.861111,8.888889,8.805555,8.861111,3.733145,814900
1995-06-08,8.805555,8.833333,8.722222,8.722222,3.674630,336600
1995-06-09,8.694445,8.722222,8.611111,8.666667,3.651226,414000
1995-06-12,8.722222,8.805555,8.722222,8.750000,3.686330,284800
1995-06-13,8.750000,8.861111,8.722222,8.805555,3.709738,149400
1995-06-14,8.777778,8.833333,8.722222,8.833333,3.721440,138100
1995-06-15,8.833333,8.833333,8.694445,8.722222,3.674630,919800
1995-06-16,8.777778,8.833333,8.722222,8.777778,3.698035,657900
1995-06-19,8.777778,8.861111,8.777778,8.833333,3.721440,266800
1995-06-20,8.833333,8.833333,8.750000,8.777778,3.698035,396000
1995-06-21,8.805555,8.861111,8.750000,8.833333,3.721440,192100
1995-06-22,8.861111,8.861111,8.750000,8.833333,3.721440,672300
1995-06-23,8.805555,8.805555,8.666667,8.694445,3.662926,1081800
1995-06-26,8.583333,8.777778,8.527778,8.555555,3.604414,1669900
1995-06-27,8.527778,8.555555,8.361111,8.361111,3.522494,1080000
1995-06-28,8.388889,8.472222,8.388889,8.444445,3.557604,1479600
1995-06-29,8.388889,8.416667,8.333333,8.416667,3.545900,678600
1995-06-30,8.305555,8.416667,8.305555,8.388889,3.534198,436500
1995-07-03,8.333333,8.388889,8.305555,8.388889,3.534198,152100
1995-07-05,8.277778,8.305555,8.166667,8.305555,3.619915,928300
1995-07-06,8.472222,8.472222,8.333333,8.416667,3.668339,643000
1995-07-07,8.444445,8.583333,8.416667,8.583333,3.740979,479200
1995-07-10,8.555555,8.666667,8.527778,8.638889,3.765195,891900
1995-07-11,8.583333,8.611111,8.500000,8.583333,3.740979,491400
1995-07-12,8.583333,8.638889,8.583333,8.611111,3.753088,580500
1995-07-13,8.638889,8.722222,8.611111,8.694445,3.789408,585900
1995-07-14,8.694445,8.722222,8.611111,8.666667,3.777303,585900
1995-07-17,8.666667,8.722222,8.638889,8.694445,3.789408,516100
1995-07-18,8.722222,8.722222,8.527778,8.555555,3.728873,573700
1995-07-19,8.527778,8.555555,8.500000,8.527778,3.716767,455400
1995-07-20,8.500000,8.583333,8.500000,8.583333,3.740979,362200
1995-07-21,8.555555,8.583333,8.500000,8.527778,3.716767,580900
1995-07-24,8.500000,8.527778,8.444445,8.444445,3.680447,625000
1995-07-25,8.500000,8.611111,8.500000,8.527778,3.716767,290700
1995-07-26,8.555555,8.666667,8.555555,8.611111,3.753088,669600
1995-07-27,8.611111,8.638889,8.583333,8.638889,3.765195,211500
1995-07-28,8.638889,8.666667,8.527778,8.638889,3.765195,511600
1995-07-31,8.583333,8.583333,8.527778,8.555555,3.728873,156600
1995-08-01,8.583333,8.583333,8.555555,8.583333,3.740979,298800
1995-08-02,8.583333,8.750000,8.555555,8.611111,3.753088,979600
1995-08-03,8.611111,8.638889,8.555555,8.638889,3.765195,380700
1995-08-04,8.666667,8.666667,8.611111,8.611111,3.753088,662400
1995-08-07,8.666667,8.666667,8.500000,8.500000,3.704660,461700
1995-08-08,8.527778,8.583333,8.527778,8.555555,3.728873,536800
1995-08-09,8.500000,8.555555,8.500000,8.527778,3.716767,399100
1995-08-10,8.527778,8.666667,8.527778,8.555555,3.728873,371700
1995-08-11,8.555555,8.583333,8.500000,8.555555,3.728873,262800
1995-08-14,8.555555,8.638889,8.527778,8.638889,3.765195,292900
1995-08-15,8.611111,8.750000,8.555555,8.750000,3.813619,282100
1995-08-16,8.694445,8.833333,8.666667,8.750000,3.813619,516600
1995-08-17,8.805555,8.805555,8.611111,8.611111,3.753088,202500
1995-08-18,8.638889,8.666667,8.611111,8.611111,3.753088,555700
1995-08-21,8.638889,8.666667,8.611111,8.611111,3.753088,481900
1995-08-22,8.694445,8.805555,8.638889,8.722222,3.801515,657900
1995-08-23,8.722222,8.722222,8.583333,8.583333,3.740979,552100
1995-08-24,8.611111,8.638889,8.555555,8.583333,3.740979,551200
1995-08-25,8.611111,8.722222,8.611111,8.722222,3.801515,351000
1995-08-28,8.750000,8.833333,8.722222,8.833333,3.849942,211000
1995-08-29,8.833333,8.888889,8.805555,8.888889,3.874155,513000
1995-08-30,8.861111,8.888889,8.833333,8.888889,3.874155,234900
1995-08-31,8.916667,9.083333,8.888889,8.888889,3.874155,515700
1995-09-01,8.888889,8.972222,8.888889,8.972222,3.910475,126000
1995-09-05,8.972222,9.027778,8.888889,9.027778,3.934689,407200
1995-09-06,9.027778,9.083333,9.027778,9.055555,3.946793,243900
1995-09-07,9.111111,9.111111,9.027778,9.111111,3.971010,330700
1995-09-08,9.111111,9.277778,9.083333,9.277778,4.043650,1133100
1995-09-11,9.277778,9.277778,9.111111,9.194445,4.007329,773100
1995-09-12,9.222222,9.277778,9.083333,9.277778,4.043650,749700
1995-09-13,9.277778,9.305555,9.222222,9.305555,4.055758,621900
1995-09-14,9.305555,9.333333,9.250000,9.277778,4.043650,550800
1995-09-15,9.333333,9.388889,9.250000,9.333333,4.067861,932400
1995-09-18,9.305555,9.333333,9.277778,9.333333,4.067861,144400
1995-09-19,9.277778,9.361111,9.250000,9.333333,4.067861,416200
1995-09-20,9.361111,9.388889,9.333333,9.361111,4.079972,559800
1995-09-21,9.388889,9.388889,9.194445,9.194445,4.007329,262800
1995-09-22,9.222222,9.250000,9.138889,9.138889,3.983114,480600
1995-09-25,9.138889,9.194445,9.000000,9.194445,4.007329,613800
1995-09-26,9.222222,9.333333,9.194445,9.305555,4.055758,599800
1995-09-27,9.277778,9.388889,9.250000,9.388889,4.092075,380200
1995-09-28,9.361111,9.361111,9.277778,9.361111,4.079972,369000
1995-09-29,9.333333,9.388889,9.305555,9.361111,4.079972,759600
1995-10-02,9.361111,9.500000,9.361111,9.388889,4.092075,358600
1995-10-03,9.444445,9.527778,9.444445,9.500000,4.140502,651600
1995-10-04,9.388889,9.416667,9.333333,9.388889,4.220924,261000
1995-10-05,9.444445,9.444445,9.333333,9.416667,4.233414,229900
1995-10-06,9.361111,9.416667,9.361111,9.388889,4.220924,1085800
1995-10-09,9.388889,9.583333,9.333333,9.583333,4.308342,702400
1995-10-10,9.583333,9.722222,9.583333,9.694445,4.358294,1812100
1995-10-11,9.694445,9.861111,9.694445,9.861111,4.433220,911200
1995-10-12,9.861111,9.888889,9.722222,9.777778,4.395757,624100
1995-10-13,9.805555,9.805555,9.722222,9.777778,4.395757,576400
1995-10-16,9.777778,9.944445,9.750000,9.944445,4.470683,379800
1995-10-17,9.944445,9.944445,9.805555,9.833333,4.420733,449500
1995-10-18,9.833333,9.833333,9.694445,9.722222,4.370780,539500
1995-10-19,9.722222,9.805555,9.638889,9.805555,4.408243,234900
1995-10-20,9.694445,9.777778,9.555555,9.694445,4.358294,727600
1995-10-23,9.638889,9.694445,9.555555,9.666667,4.345805,273600
1995-10-24,9.638889,9.638889,9.527778,9.583333,4.308342,249300
1995-10-25,9.472222,9.638889,9.472222,9.611111,4.320827,387000
1995-10-26,9.555555,9.555555,9.194445,9.250000,4.158486,1121800
1995-10-27,9.222222,9.305555,9.194445,9.305555,4.183463,1022400
1995-10-30,9.277778,9.333333,9.250000,9.250000,4.158486,732600
1995-10-31,9.277778,9.305555,9.222222,9.222222,4.145999,412600
1995-11-01,9.194445,9.277778,9.166667,9.277778,4.170974,500400
1995-11-02,9.305555,9.333333,9.277778,9.333333,4.195947,517900
1995-11-03,9.333333,9.333333,9.277778,9.333333,4.195947,216400
1995-11-06,9.277778,9.277778,9.166667,9.277778,4.170974,223600
1995-11-07,9.305555,9.305555,9.111111,9.166667,4.121020,202500
1995-11-08,9.222222,9.333333,9.194445,9.333333,4.195947,389700
1995-11-09,9.333333,9.333333,9.138889,9.277778,4.170974,914400
1995-11-10,9.250000,9.277778,9.194445,9.222222,4.145999,168300
1995-11-13,9.222222,9.305555,9.222222,9.250000,4.158486,220900
1995-11-14,9.250000,9.277778,9.166667,9.166667,4.121020,1543500
1995-11-15,9.166667,9.250000,9.138889,9.222222,4.145999,637200
1995-11-16,9.222222,9.222222,9.138889,9.194445,4.133510,797400
1995-11-17,9.222222,9.222222,9.083333,9.166667,4.121020,1061500
1995-11-20,9.138889,9.166667,9.083333,9.111111,4.096047,1291000
1995-11-21,9.111111,9.166667,9.083333,9.083333,4.083558,929200
1995-11-22,9.111111,9.166667,9.111111,9.111111,4.096047,1381000
1995-11-24,9.166667,9.250000,9.166667,9.222222,4.145999,66600
1995-11-27,9.222222,9.305555,9.166667,9.277778,4.170974,595800
1995-11-28,9.250000,9.333333,9.222222,9.305555,4.183463,1530400
1995-11-29,9.361111,9.416667,9.333333,9.416667,4.233414,1050700
1995-11-30,9.388889,9.500000,9.388889,9.444445,4.245902,440100
1995-12-01,9.500000,9.527778,9.416667,9.472222,4.258390,275400
1995-12-04,9.500000,9.638889,9.500000,9.555555,4.295852,424800
1995-12-05,9.638889,9.666667,9.527778,9.638889,4.333317,566100
1995-12-06,9.638889,9.722222,9.638889,9.722222,4.370780,652500
1995-12-07,9.750000,9.805555,9.722222,9.750000,4.383270,771700
1995-12-08,9.750000,9.777778,9.694445,9.777778,4.395757,552100
1995-12-11,9.777778,9.833333,9.750000,9.777778,4.395757,416200
1995-12-12,9.805555,9.888889,9.805555,9.861111,4.433220,396900
1995-12-13,9.888889,9.916667,9.805555,9.916667,4.458195,211500
1995-12-14,9.888889,9.916667,9.694445,9.750000,4.383270,244300
1995-12-15,9.750000,9.777778,9.611111,9.722222,4.370780,1249600
1995-12-18,9.638889,9.833333,9.638889,9.777778,4.395757,274000
1995-12-19,9.722222,9.833333,9.666667,9.777778,4.395757,490500
1995-12-20,9.750000,9.833333,9.638889,9.638889,4.333317,496300
1995-12-21,9.638889,9.916667,9.638889,9.888889,4.445709,629500
1995-12-22,9.888889,10.000000,9.805555,9.944445,4.470683,1121400
1995-12-26,10.000000,10.027778,9.916667,9.944445,4.470683,188500
1995-12-27,9.972222,10.055555,9.944445,9.944445,4.470683,263700
1995-12-28,9.944445,9.944445,9.833333,9.916667,4.458195,462600
1995-12-29,9.972222,10.055555,9.888889,10.055555,4.656818,486000
1996-01-02,10.000000,10.027778,9.861111,10.000000,4.631088,458500
1996-01-03,9.972222,10.138889,9.944445,10.138889,4.835644,590400
1996-01-04,10.138889,10.222222,10.055555,10.055555,4.795899,892800
1996-01-05,10.111111,10.138889,10.055555,10.111111,4.822398,835200
1996-01-08,10.138889,10.194445,10.138889,10.194445,4.862144,275400
1996-01-09,10.138889,10.166667,9.972222,9.972222,4.756153,810000
1996-01-10,9.916667,9.916667,9.444445,9.444445,4.504436,993600
1996-01-11,9.527778,9.777778,9.500000,9.666667,4.610423,558000
1996-01-12,9.666667,9.722222,9.583333,9.611111,4.583927,719100
1996-01-15,9.611111,9.611111,9.527778,9.555555,4.557429,423900
1996-01-16,9.555555,9.611111,9.527778,9.583333,4.570677,1377000
1996-01-17,9.583333,9.805555,9.555555,9.722222,4.636919,415800
1996-01-18,9.833333,9.944445,9.750000,9.916667,4.729657,1850400
1996-01-19,9.888889,10.000000,9.888889,9.972222,4.756153,613800
1996-01-22,9.972222,10.027778,9.972222,10.000000,4.769402,813600
1996-01-23,10.000000,10.027778,9.944445,10.000000,4.769402,853200
1996-01-24,10.027778,10.083333,9.972222,10.027778,4.782650,595300
1996-01-25,10.000000,10.027778,10.000000,10.027778,4.782650,396900
1996-01-26,10.000000,10.055555,10.000000,10.027778,4.782650,374400
1996-01-29,10.000000,10.111111,10.000000,10.027778,4.782650,937300
1996-01-30,10.083333,10.111111,10.000000,10.083333,4.809146,279900
1996-01-31,10.111111,10.527778,10.083333,10.472222,4.994625,742000
1996-02-01,10.777778,11.083333,10.333333,10.583333,5.047618,1657300
1996-02-02,10.611111,10.611111,10.416667,10.444445,4.981378,457600
1996-02-05,10.416667,10.416667,10.250000,10.361111,4.941631,310900
1996-02-06,10.416667,10.638889,10.416667,10.583333,5.047618,545800
1996-02-07,10.638889,10.638889,10.388889,10.500000,5.007874,433300
1996-02-08,10.527778,10.694445,10.472222,10.611111,5.060867,639000
1996-02-09,10.638889,10.666667,10.527778,10.666667,5.087364,518800
1996-02-12,10.666667,10.777778,10.638889,10.777778,5.140357,470700
1996-02-13,10.750000,10.805555,10.694445,10.722222,5.113861,468900
1996-02-14,10.722222,10.777778,10.472222,10.611111,5.060867,346500
1996-02-15,10.638889,10.694445,10.583333,10.611111,5.060867,192600
1996-02-16,10.611111,10.638889,10.416667,10.472222,4.994625,475200
1996-02-20,10.472222,10.472222,10.277778,10.305555,4.915134,184000
1996-02-21,10.250000,10.472222,10.250000,10.472222,4.994625,225900
1996-02-22,10.583333,10.583333,10.388889,10.444445,4.981378,372600
1996-02-23,10.555555,10.583333,10.444445,10.555555,5.034369,437800
1996-02-26,10.638889,10.638889,10.444445,10.472222,4.994625,308200
1996-02-27,10.444445,10.444445,10.333333,10.416667,4.968130,328500
1996-02-28,10.416667,10.472222,10.416667,10.416667,4.968130,339300
1996-02-29,10.388889,10.416667,10.305555,10.305555,4.915134,510300
1996-03-01,10.361111,10.527778,10.250000,10.527778,5.021121,529600
1996-03-04,10.555555,10.638889,10.472222,10.611111,5.060867,481900
1996-03-05,10.583333,10.583333,10.444445,10.583333,5.047618,350500
1996-03-06,10.555555,10.638889,10.472222,10.638889,5.074117,572400
1996-03-07,10.611111,10.666667,10.500000,10.638889,5.074117,431500
1996-03-08,10.638889,10.638889,10.055555,10.111111,4.822398,740200
1996-03-11,10.055555,10.277778,10.000000,10.194445,4.862144,808600
1996-03-12,10.166667,10.194445,9.888889,10.027778,4.782650,796500
1996-03-13,10.083333,10.083333,9.888889,9.972222,4.756153,616900
1996-03-14,10.027778,10.083333,9.888889,9.888889,4.716410,864000
1996-03-15,9.944445,9.944445,9.777778,9.777778,4.663415,896400
1996-03-18,9.888889,10.138889,9.861111,10.111111,4.822398,692500
1996-03-19,10.111111,10.138889,10.083333,10.138889,4.835644,322200
1996-03-20,10.138889,10.166667,10.083333,10.138889,4.835644,559800
1996-03-21,10.138889,10.166667,10.027778,10.055555,4.795899,681700
1996-03-22,10.111111,10.111111,10.027778,10.083333,4.809146,923400
1996-03-25,10.055555,10.083333,9.916667,10.027778,4.782650,473800
1996-03-26,10.027778,10.027778,9.944445,9.972222,4.756153,337900
1996-03-27,9.944445,9.972222,9.888889,9.972222,4.756153,566100
1996-03-28,9.916667,9.972222,9.916667,9.916667,4.729657,1219500
1996-03-29,9.972222,10.000000,9.888889,10.000000,4.769402,942300
1996-04-01,9.972222,10.055555,9.916667,10.055555,4.795899,307800
1996-04-02,9.972222,10.027778,9.972222,10.000000,4.911035,414400
1996-04-03,10.000000,10.000000,9.805555,9.916667,4.870111,608400
1996-04-04,9.805555,9.861111,9.722222,9.805555,4.815543,819900
1996-04-08,9.805555,9.805555,9.500000,9.611111,4.720053,459900
1996-04-09,9.611111,9.694445,9.472222,9.527778,4.679125,1900300
1996-04-10,9.527778,9.555555,9.166667,9.250000,4.542709,519700
1996-04-11,9.250000,9.277778,9.166667,9.222222,4.529067,626800
1996-04-12,9.166667,9.388889,9.166667,9.222222,4.529067,562500
1996-04-15,9.250000,9.333333,9.222222,9.250000,4.542709,742000
1996-04-16,9.250000,9.305555,9.138889,9.250000,4.542709,551700
1996-04-17,9.277778,9.416667,9.250000,9.388889,4.610917,698800
1996-04-18,9.416667,9.583333,9.333333,9.333333,4.583634,871600
1996-04-19,9.388889,9.527778,9.361111,9.444445,4.638201,562900
1996-04-22,9.611111,9.666667,9.555555,9.583333,4.706409,533700
1996-04-23,9.583333,9.583333,9.472222,9.555555,4.692766,556600
1996-04-24,9.611111,9.611111,9.500000,9.555555,4.692766,636700
1996-04-25,9.555555,9.694445,9.527778,9.666667,4.747334,641200
1996-04-26,9.638889,9.694445,9.611111,9.638889,4.733692,405400
1996-04-29,9.638889,9.666667,9.555555,9.555555,4.692766,387400
1996-04-30,9.555555,9.611111,9.527778,9.555555,4.692766,288900
1996-05-01,9.527778,9.638889,9.527778,9.611111,4.720053,297400
1996-05-02,9.555555,9.555555,9.416667,9.444445,4.638201,272700
1996-05-03,9.416667,9.416667,9.222222,9.277778,4.556351,379800
1996-05-06,9.333333,9.361111,9.166667,9.333333,4.583634,442300
1996-05-07,9.305555,9.388889,9.166667,9.166667,4.501781,269100
1996-05-08,9.111111,9.527778,9.111111,9.500000,4.665484,666900
1996-05-09,9.416667,9.500000,9.361111,9.472222,4.651845,353700
1996-05-10,9.666667,9.722222,9.555555,9.583333,4.706409,522000
1996-05-13,9.611111,9.611111,9.472222,9.527778,4.679125,342000
1996-05-14,9.527778,9.555555,9.444445,9.555555,4.692766,756400
1996-05-15,9.527778,9.527778,9.416667,9.500000,4.665484,457600
1996-05-16,9.500000,9.500000,9.361111,9.444445,4.638201,508900
1996-05-17,9.472222,9.527778,9.444445,9.444445,4.638201,284400
1996-05-20,9.500000,9.666667,9.472222,9.611111,4.720053,392800
1996-05-21,9.666667,9.666667,9.583333,9.611111,4.720053,206100
1996-05-22,9.722222,9.750000,9.444445,9.555555,4.692766,405900
1996-05-23,9.527778,9.638889,9.500000,9.638889,4.733692,522900
1996-05-24,9.638889,9.750000,9.611111,9.694445,4.760978,329800
1996-05-28,9.694445,9.750000,9.361111,9.472222,4.651845,347800
1996-05-29,9.527778,9.583333,9.388889,9.444445,4.638201,264100
1996-05-30,9.472222,9.555555,9.444445,9.527778,4.679125,277200
1996-05-31,9.555555,9.555555,9.472222,9.472222,4.651845,199300
1996-06-03,9.500000,9.500000,9.388889,9.416667,4.624559,210600
1996-06-04,9.416667,9.500000,9.416667,9.472222,4.651845,223200
1996-06-05,9.500000,9.555555,9.472222,9.555555,4.692766,414000
1996-06-06,9.555555,9.555555,9.444445,9.500000,4.665484,344700
1996-06-07,9.388889,9.444445,9.194445,9.361111,4.597277,294700
1996-06-10,9.416667,9.416667,9.250000,9.333333,4.583634,582300
1996-06-11,9.333333,9.388889,9.277778,9.333333,4.583634,655600
1996-06-12,9.333333,9.361111,9.277778,9.305555,4.569992,327600
1996-06-13,9.305555,9.361111,9.277778,9.277778,4.556351,349200
1996-06-14,9.277778,9.333333,9.277778,9.333333,4.583634,182200
1996-06-17,9.333333,9.361111,9.305555,9.305555,4.569992,465700
1996-06-18,9.333333,9.361111,9.305555,9.333333,4.583634,466200
1996-06-19,9.388889,9.444445,9.333333,9.444445,4.638201,424300
1996-06-20,9.444445,9.500000,9.388889,9.416667,4.624559,521500
1996-06-21,9.500000,9.500000,9.388889,9.416667,4.624559,670900
1996-06-24,9.472222,9.555555,9.444445,9.527778,4.679125,450400
1996-06-25,9.472222,9.500000,9.444445,9.444445,4.638201,414900
1996-06-26,9.500000,9.527778,9.500000,9.527778,4.679125,328500
1996-06-27,9.500000,9.583333,9.444445,9.583333,4.706409,373500
1996-06-28,9.555555,9.722222,9.555555,9.722222,4.774618,697900
1996-07-01,9.750000,9.750000,9.666667,9.722222,4.774618,193900
1996-07-02,9.722222,9.750000,9.722222,9.750000,4.935480,468400
1996-07-03,9.750000,9.750000,9.694445,9.750000,4.935480,516600
1996-07-05,9.666667,9.666667,9.194445,9.222222,4.668315,378900
1996-07-08,9.277778,9.472222,9.222222,9.250000,4.682376,330700
1996-07-09,9.277778,9.333333,9.222222,9.250000,4.682376,554400
1996-07-10,9.305555,9.305555,9.111111,9.277778,4.696437,613300
1996-07-11,9.333333,9.361111,9.166667,9.194445,4.654254,352800
1996-07-12,9.138889,9.250000,9.111111,9.138889,4.626132,573700
1996-07-15,9.194445,9.277778,9.055555,9.055555,4.583947,358200
1996-07-16,9.027778,9.138889,8.944445,9.055555,4.583947,388800
1996-07-17,9.194445,9.222222,8.972222,9.027778,4.569887,300100
1996-07-18,9.083333,9.166667,9.027778,9.166667,4.640193,345600
1996-07-19,9.111111,9.111111,9.000000,9.055555,4.583947,450400
1996-07-22,9.027778,9.138889,9.000000,9.111111,4.612071,292000
1996-07-23,9.166667,9.166667,9.111111,9.111111,4.612071,320400
1996-07-24,9.111111,9.222222,9.083333,9.222222,4.668315,501300
1996-07-25,9.222222,9.250000,9.111111,9.111111,4.612071,270000
1996-07-26,9.111111,9.194445,9.111111,9.194445,4.654254,378900
1996-07-29,9.194445,9.416667,9.166667,9.416667,4.766743,613300
1996-07-30,9.388889,9.416667,9.000000,9.305555,4.710498,1052500
1996-07-31,9.305555,9.472222,9.305555,9.472222,4.794868,882400
